crop,state,season,soil_type,rainfall_mm,temperature_c,humidity_pct,fertilizer_kg_ha,area_hectares,yield_kg_per_ha
Groundnut,Madhya Pradesh,Zaid,Black,1102.0,26.4,84.0,260.5,49.16,3246.9
Maize,Bihar,Zaid,Alluvial,2156.1,25.7,53.4,285.1,79.89,3951.7
Maize,Punjab,Rabi,Red,728.9,15.7,58.0,186.2,57.11,2081.2
Groundnut,Bihar,Kharif,Red,2119.1,24.1,56.6,220.7,89.37,3331.2
Cotton,Bihar,Rabi,Red,1537.8,41.4,54.4,396.5,63.84,3266.4
Sugarcane,Andhra Pradesh,Zaid,Sandy,1976.8,38.6,90.2,124.9,69.09,2722.8
Groundnut,Madhya Pradesh,Zaid,Black,1869.9,23.9,83.9,196.2,66.93,3436.6
Soybean,Punjab,Rabi,Sandy,756.5,30.9,37.1,152.1,45.22,2843.3
Wheat,Maharashtra,Zaid,Laterite,1551.4,37.9,37.0,317.8,69.09,2811.0
Sugarcane,Andhra Pradesh,Rabi,Alluvial,2209.0,26.9,57.8,317.4,7.44,4091.7
Sugarcane,Bihar,Kharif,Alluvial,1250.7,15.5,36.4,152.4,86.06,2334.7
Maize,Bihar,Rabi,Red,2426.5,17.0,70.2,78.5,77.89,3085.5
Sugarcane,Maharashtra,Kharif,Red,1294.9,28.8,39.3,54.0,24.9,2632.1
Groundnut,Bihar,Kharif,Red,614.1,41.2,64.0,199.6,76.92,2088.5
Soybean,Bihar,Zaid,Black,1156.8,33.7,30.5,193.6,1.76,2882.6
Soybean,Bihar,Zaid,Laterite,2393.7,16.9,50.6,395.9,22.12,3537.4
Rice,Karnataka,Zaid,Laterite,1003.4,20.1,74.0,214.4,6.98,2557.5
Soybean,Andhra Pradesh,Rabi,Laterite,2209.8,35.8,61.5,139.7,78.13,3133.6
Soybean,Haryana,Rabi,Laterite,2238.8,37.7,93.6,361.9,75.71,3323.5
Maize,Andhra Pradesh,Zaid,Red,1070.4,31.7,86.8,221.9,81.46,3247.3
Soybean,Maharashtra,Rabi,Alluvial,483.2,32.4,53.3,259.7,0.95,2480.1
Rice,Bihar,Zaid,Red,1894.0,15.8,33.0,83.5,50.37,1946.4
Wheat,Andhra Pradesh,Rabi,Laterite,985.3,37.4,85.0,184.0,70.63,2833.8
Groundnut,Karnataka,Kharif,Red,2022.4,36.3,89.2,380.5,15.96,3575.4
Maize,Madhya Pradesh,Kharif,Laterite,1273.8,22.0,83.3,256.3,65.15,3022.4
Wheat,Maharashtra,Zaid,Sandy,1367.6,34.1,38.3,170.6,8.87,3154.4
Maize,Uttar Pradesh,Rabi,Alluvial,2011.4,20.8,94.9,269.0,18.54,3568.0
Cotton,Andhra Pradesh,Rabi,Sandy,1141.2,16.1,46.8,368.6,47.84,2983.6
Sugarcane,Uttar Pradesh,Kharif,Black,1274.9,20.4,77.1,145.9,65.53,2786.2
Cotton,Bihar,Kharif,Red,1127.6,19.8,89.0,226.8,15.01,3486.7
Soybean,Karnataka,Zaid,Black,1108.1,24.1,45.3,385.5,18.93,3346.9
Wheat,Karnataka,Kharif,Red,1457.1,26.3,89.0,110.3,20.84,3460.2
Soybean,Andhra Pradesh,Zaid,Sandy,2079.4,28.7,50.1,301.9,24.25,3721.9
Sugarcane,Maharashtra,Kharif,Laterite,1095.9,27.9,93.5,265.1,23.04,3050.4
Maize,Maharashtra,Kharif,Laterite,1453.4,22.3,48.3,287.9,39.82,3380.5
Sugarcane,Karnataka,Rabi,Red,1775.6,15.8,92.0,172.9,65.55,2735.7
Rice,Maharashtra,Kharif,Laterite,892.8,31.3,33.5,159.9,44.08,2591.2
Sugarcane,Karnataka,Kharif,Sandy,910.6,25.7,76.1,289.5,77.71,3105.0
Rice,Andhra Pradesh,Zaid,Laterite,2353.5,23.1,64.6,125.4,72.07,3322.0
Sugarcane,Haryana,Kharif,Sandy,1891.8,38.4,61.1,196.9,13.09,2960.5
Groundnut,Karnataka,Zaid,Black,1569.8,35.2,44.5,115.9,5.36,2300.5
Rice,Uttar Pradesh,Kharif,Sandy,1725.0,38.2,75.9,52.9,87.86,2744.4
Wheat,Maharashtra,Kharif,Alluvial,364.5,28.4,42.4,389.5,8.44,3147.2
Soybean,Karnataka,Zaid,Alluvial,1659.8,18.5,65.9,201.1,15.26,2650.2
Soybean,Karnataka,Rabi,Alluvial,1420.9,33.8,46.5,389.3,2.7,3701.1
Cotton,Andhra Pradesh,Zaid,Red,1500.6,20.6,92.1,99.1,63.02,2843.2
Soybean,Maharashtra,Zaid,Red,1090.7,26.9,31.9,255.6,58.45,3408.1
Maize,Haryana,Zaid,Red,479.2,16.8,43.0,120.3,98.7,2076.8
Groundnut,Andhra Pradesh,Rabi,Sandy,725.3,37.3,45.8,326.5,88.75,2812.5
Sugarcane,Haryana,Kharif,Red,2391.6,18.4,56.9,324.3,41.38,3446.8
Cotton,Madhya Pradesh,Zaid,Black,1199.1,39.4,45.1,89.4,37.47,2287.2
Maize,Andhra Pradesh,Zaid,Alluvial,1326.7,38.3,61.9,369.2,30.04,3022.9
Maize,Maharashtra,Rabi,Sandy,416.0,27.5,86.7,118.1,15.66,2550.3
Rice,Punjab,Zaid,Alluvial,382.6,35.1,76.3,264.5,14.24,2913.3
Soybean,Maharashtra,Kharif,Red,1877.8,31.7,67.7,395.0,13.66,3843.4
Wheat,Maharashtra,Rabi,Sandy,1483.8,36.7,35.8,358.8,11.85,3227.7
Wheat,Haryana,Kharif,Laterite,1419.2,26.7,75.1,384.8,24.43,3963.9
Cotton,Haryana,Kharif,Black,834.9,36.2,40.8,169.9,31.01,2520.8
Groundnut,Maharashtra,Rabi,Red,1938.5,27.5,81.1,87.0,96.18,3237.8
Wheat,Maharashtra,Zaid,Red,670.1,40.4,46.3,115.9,58.06,1807.1
Sugarcane,Maharashtra,Kharif,Black,717.9,28.1,57.1,225.2,98.77,3107.5
Wheat,Haryana,Kharif,Black,1313.6,27.5,52.8,327.6,37.56,3571.5
Cotton,Maharashtra,Kharif,Laterite,929.8,36.2,85.8,102.6,46.03,2730.0
Wheat,Maharashtra,Kharif,Red,844.4,37.2,38.2,280.9,32.8,2617.3
Sugarcane,Madhya Pradesh,Rabi,Red,1719.5,30.0,66.8,163.3,18.7,3185.2
Rice,Bihar,Rabi,Alluvial,1732.1,19.9,39.2,169.4,14.74,3060.8
Groundnut,Punjab,Kharif,Sandy,2113.9,27.6,75.8,281.7,94.54,3826.9
Cotton,Uttar Pradesh,Zaid,Sandy,1219.0,41.1,88.8,213.4,98.69,2243.4
Rice,Punjab,Kharif,Alluvial,460.8,35.3,58.2,334.2,4.97,3187.2
Rice,Bihar,Zaid,Sandy,902.1,36.9,61.7,104.6,15.46,2071.6
Rice,Uttar Pradesh,Kharif,Black,2456.0,15.9,90.3,326.5,42.64,3492.6
Maize,Andhra Pradesh,Zaid,Sandy,1611.8,27.6,63.9,72.5,19.04,2763.8
Groundnut,Maharashtra,Kharif,Sandy,1861.4,32.5,61.7,117.9,36.71,3502.2
Soybean,Bihar,Zaid,Alluvial,316.2,37.4,67.6,279.7,13.35,2276.6
Groundnut,Madhya Pradesh,Kharif,Laterite,1440.1,16.3,74.8,349.2,45.92,3223.0
Maize,Andhra Pradesh,Kharif,Sandy,382.6,38.0,36.9,138.4,27.53,2092.0
Soybean,Maharashtra,Zaid,Sandy,1552.3,29.8,83.4,164.5,35.51,3192.7
Groundnut,Haryana,Rabi,Laterite,2325.7,20.3,58.3,238.0,9.88,3442.9
Rice,Karnataka,Zaid,Alluvial,2430.5,23.6,34.7,124.1,43.1,3414.5
Cotton,Bihar,Rabi,Laterite,1489.2,22.6,81.1,333.9,98.33,3347.7
Soybean,Haryana,Kharif,Alluvial,1308.1,29.3,54.5,320.8,33.22,3316.6
Sugarcane,Bihar,Zaid,Black,2379.0,16.4,36.5,100.9,87.7,2769.9
Sugarcane,Madhya Pradesh,Zaid,Alluvial,1781.9,19.3,71.2,212.3,84.4,2735.6
Wheat,Bihar,Zaid,Black,442.8,36.9,87.2,321.2,95.23,2725.0
Soybean,Haryana,Rabi,Black,1324.6,18.6,87.7,168.1,79.12,3377.6
Cotton,Madhya Pradesh,Rabi,Alluvial,828.5,21.3,92.2,271.6,66.13,2869.2
Maize,Uttar Pradesh,Kharif,Red,1333.6,27.2,86.4,67.6,85.73,3188.2
Rice,Punjab,Rabi,Alluvial,1302.0,29.0,30.1,263.0,8.03,3147.0
Wheat,Maharashtra,Rabi,Sandy,1580.7,35.6,54.7,103.4,46.55,2866.7
Sugarcane,Bihar,Kharif,Sandy,1084.9,27.1,83.2,340.7,98.93,3662.0
Maize,Maharashtra,Zaid,Red,661.4,36.3,53.8,174.4,77.08,2741.1
Maize,Karnataka,Zaid,Black,1408.2,31.7,69.1,148.5,96.23,3033.6
Rice,Haryana,Kharif,Red,2126.4,18.1,69.4,344.3,78.07,3822.7
Soybean,Maharashtra,Zaid,Sandy,1760.8,19.2,53.7,67.6,87.55,2531.2
Sugarcane,Haryana,Rabi,Red,1044.4,26.8,88.8,188.8,70.8,3195.8
Cotton,Maharashtra,Kharif,Alluvial,2358.2,25.7,62.7,179.5,76.17,3603.1
Maize,Punjab,Kharif,Red,2306.9,35.1,60.2,149.7,52.56,3002.9
Rice,Punjab,Kharif,Black,760.6,30.7,94.8,369.1,92.46,3418.4
Cotton,Madhya Pradesh,Zaid,Alluvial,386.7,25.5,62.1,312.8,82.59,3123.5
Soybean,Punjab,Kharif,Laterite,1930.9,19.6,41.6,72.4,84.47,2639.7
Sugarcane,Madhya Pradesh,Kharif,Sandy,2120.7,21.1,63.3,300.1,67.46,4040.5
Soybean,Punjab,Kharif,Sandy,2429.3,30.5,82.9,234.6,30.81,3606.9
Maize,Punjab,Zaid,Red,2257.6,26.4,80.5,365.3,4.05,4281.4
Cotton,Punjab,Rabi,Alluvial,1621.2,28.9,81.3,159.5,93.6,3458.3
Cotton,Haryana,Kharif,Laterite,1466.1,19.6,76.0,251.0,58.82,3087.0
Cotton,Bihar,Rabi,Alluvial,361.3,32.9,46.5,225.3,30.17,2554.2
Maize,Madhya Pradesh,Zaid,Sandy,842.6,38.0,86.0,221.3,15.34,2493.0
Maize,Maharashtra,Zaid,Alluvial,1311.2,22.0,88.1,209.6,83.04,3027.0
Soybean,Punjab,Zaid,Laterite,1682.7,28.3,42.6,122.0,83.73,2748.4
Wheat,Haryana,Zaid,Red,1526.0,41.3,38.5,314.5,81.54,2421.7
Soybean,Haryana,Rabi,Black,1933.8,24.0,93.4,208.0,64.69,3197.1
Sugarcane,Haryana,Kharif,Alluvial,915.5,31.1,86.4,385.5,36.92,3811.4
Rice,Madhya Pradesh,Zaid,Black,1542.9,17.4,88.1,141.3,30.75,2800.2
Cotton,Bihar,Zaid,Sandy,493.9,31.4,87.6,289.0,1.35,3283.5
Wheat,Madhya Pradesh,Rabi,Red,1210.1,17.4,65.2,379.3,83.44,3185.9
Rice,Maharashtra,Rabi,Red,1950.4,40.9,72.0,282.2,9.2,2903.1
Wheat,Bihar,Zaid,Alluvial,1825.5,34.3,65.4,354.9,63.26,3906.1
Groundnut,Uttar Pradesh,Kharif,Red,2479.4,36.3,33.3,339.6,50.66,3475.8
Soybean,Andhra Pradesh,Kharif,Alluvial,911.4,34.0,78.5,176.0,52.91,2880.7
Maize,Haryana,Zaid,Alluvial,1396.0,30.9,62.8,260.0,92.71,3503.8
Cotton,Madhya Pradesh,Rabi,Black,1025.0,27.1,72.1,104.7,3.65,2620.1
Soybean,Uttar Pradesh,Zaid,Red,1269.3,38.2,62.7,237.4,77.45,3390.9
Rice,Karnataka,Zaid,Alluvial,2185.3,40.8,62.0,130.6,5.68,2568.7
Groundnut,Madhya Pradesh,Rabi,Black,1805.3,28.5,41.2,310.3,4.3,3648.6
Groundnut,Punjab,Zaid,Laterite,2241.4,40.2,48.1,234.8,43.27,3141.0
Groundnut,Andhra Pradesh,Zaid,Black,747.7,30.7,40.3,193.9,6.78,3050.1
Rice,Punjab,Zaid,Black,2221.4,29.5,42.7,144.1,79.02,3372.7
Rice,Bihar,Rabi,Alluvial,431.5,27.3,93.2,399.5,53.19,3474.6
Rice,Andhra Pradesh,Kharif,Sandy,2254.9,20.7,40.0,75.1,3.39,2638.7
Rice,Madhya Pradesh,Kharif,Sandy,1024.0,15.1,47.5,65.2,4.53,1771.9
Groundnut,Maharashtra,Rabi,Sandy,992.1,21.5,68.4,126.0,61.46,2810.6
Groundnut,Uttar Pradesh,Kharif,Black,1426.6,28.8,69.7,389.9,80.71,3840.2
Wheat,Maharashtra,Zaid,Alluvial,2369.5,25.3,40.0,392.7,44.06,4256.3
Soybean,Madhya Pradesh,Kharif,Red,405.1,27.1,81.6,279.2,55.68,3076.8
Cotton,Bihar,Zaid,Black,1074.9,41.5,81.0,358.0,80.08,2382.5
Maize,Punjab,Kharif,Black,2184.5,24.5,45.4,124.9,61.25,3470.9
Groundnut,Andhra Pradesh,Rabi,Alluvial,1171.3,27.2,48.8,390.2,22.86,3874.4
Maize,Maharashtra,Kharif,Laterite,738.1,18.6,91.0,100.0,61.5,2556.4
Soybean,Madhya Pradesh,Kharif,Black,1234.5,16.3,83.7,85.4,63.01,2240.5
Soybean,Maharashtra,Kharif,Laterite,1148.2,35.9,75.4,89.3,73.54,2802.5
Maize,Madhya Pradesh,Rabi,Laterite,2313.9,30.4,35.3,250.6,62.28,4314.9
Groundnut,Punjab,Kharif,Sandy,1976.3,35.5,57.2,323.3,96.94,3509.3
Maize,Andhra Pradesh,Rabi,Alluvial,1411.3,19.0,66.4,178.3,20.13,2546.2
Wheat,Uttar Pradesh,Zaid,Laterite,2474.4,30.4,42.2,392.3,95.13,3950.0
Sugarcane,Punjab,Kharif,Alluvial,1323.6,21.8,59.1,202.0,54.06,3147.8
Groundnut,Maharashtra,Rabi,Sandy,428.1,21.2,69.1,102.7,67.36,2080.0
Groundnut,Uttar Pradesh,Rabi,Alluvial,877.0,15.3,51.3,213.1,10.4,2266.2
Cotton,Madhya Pradesh,Kharif,Black,1259.4,18.5,80.8,287.7,38.37,3091.8
Rice,Uttar Pradesh,Zaid,Laterite,645.2,23.4,84.6,341.3,77.05,3564.1
Sugarcane,Madhya Pradesh,Rabi,Alluvial,2384.6,18.2,51.0,210.6,70.84,3410.9
Soybean,Punjab,Kharif,Red,1987.1,41.6,84.5,257.8,4.49,2938.4
Groundnut,Maharashtra,Zaid,Alluvial,890.2,23.3,36.7,143.6,54.89,2283.8
Maize,Bihar,Rabi,Laterite,1599.8,18.5,84.5,276.1,9.28,3318.2
Sugarcane,Maharashtra,Rabi,Sandy,1887.2,20.4,39.9,395.1,99.59,3712.8
Cotton,Madhya Pradesh,Zaid,Sandy,2370.8,30.9,35.4,67.2,89.78,3232.5
Soybean,Haryana,Zaid,Laterite,2239.6,16.7,71.7,360.3,2.6,3030.5
Rice,Andhra Pradesh,Kharif,Black,1433.4,38.3,60.7,246.8,85.94,2688.1
Rice,Karnataka,Kharif,Black,2004.2,41.0,89.0,138.2,91.98,2341.1
Cotton,Bihar,Rabi,Sandy,1536.7,21.7,53.6,384.2,35.68,3132.2
Cotton,Uttar Pradesh,Zaid,Sandy,1515.9,27.2,48.7,219.2,72.09,3296.1
Maize,Bihar,Zaid,Laterite,552.4,15.6,62.5,166.1,44.49,1895.2
Groundnut,Andhra Pradesh,Zaid,Black,577.5,32.3,59.6,113.5,65.7,3126.4
Rice,Uttar Pradesh,Rabi,Sandy,1465.0,26.2,52.4,135.6,34.36,3031.7
Soybean,Andhra Pradesh,Zaid,Black,891.5,22.3,75.1,341.5,32.59,3531.4
Sugarcane,Uttar Pradesh,Zaid,Sandy,346.3,20.6,79.4,265.0,42.73,2450.5
Soybean,Bihar,Rabi,Alluvial,1890.2,32.7,85.4,369.6,14.98,3722.0
Wheat,Uttar Pradesh,Kharif,Red,371.5,26.2,93.2,131.2,83.2,2760.1
Wheat,Uttar Pradesh,Kharif,Alluvial,1609.6,19.9,47.3,92.4,35.2,2503.2
Cotton,Haryana,Rabi,Sandy,1486.2,33.6,76.5,52.1,40.31,2712.9
Maize,Maharashtra,Zaid,Red,2431.4,30.3,55.6,227.8,89.46,3639.8
Wheat,Maharashtra,Rabi,Red,1365.3,38.2,74.0,399.4,49.91,3201.3
Rice,Karnataka,Kharif,Sandy,439.9,18.2,60.9,293.2,54.65,2979.9
Soybean,Karnataka,Kharif,Sandy,1513.7,36.2,94.6,157.9,95.67,3022.5
Soybean,Madhya Pradesh,Rabi,Black,2150.4,33.2,77.4,356.9,88.73,3946.0
Cotton,Madhya Pradesh,Rabi,Sandy,2493.1,18.1,91.9,323.6,17.36,3700.4
Groundnut,Madhya Pradesh,Kharif,Laterite,1246.8,33.8,84.3,55.4,47.58,2846.6
Groundnut,Haryana,Rabi,Sandy,1004.7,26.9,88.7,335.9,97.14,3485.3
Sugarcane,Karnataka,Kharif,Laterite,2294.6,40.5,82.9,155.2,37.55,2707.4
Cotton,Andhra Pradesh,Rabi,Sandy,720.7,18.8,59.8,102.4,37.47,2336.1
Sugarcane,Madhya Pradesh,Rabi,Black,1653.9,32.4,46.4,129.2,19.91,3260.2
Groundnut,Madhya Pradesh,Rabi,Laterite,1192.6,25.3,54.1,214.0,11.88,3363.4
Cotton,Bihar,Kharif,Alluvial,390.4,40.8,31.3,198.7,74.16,1875.2
Cotton,Punjab,Rabi,Laterite,1064.0,23.9,64.1,151.1,77.12,3065.5
Cotton,Andhra Pradesh,Kharif,Black,883.5,41.0,62.8,110.3,96.92,1936.4
Groundnut,Madhya Pradesh,Kharif,Laterite,1809.4,39.3,64.1,316.8,77.46,3071.9
Sugarcane,Madhya Pradesh,Rabi,Sandy,2387.3,22.3,93.3,396.5,24.71,3969.1
Sugarcane,Madhya Pradesh,Rabi,Sandy,889.7,36.7,89.2,322.2,4.49,3014.8
Cotton,Punjab,Kharif,Black,2085.2,41.9,40.5,153.6,98.55,2644.4
Wheat,Punjab,Kharif,Red,421.8,21.8,54.0,135.7,34.37,2497.5
Maize,Haryana,Zaid,Sandy,1483.9,26.8,57.6,126.2,31.54,3101.4
Groundnut,Andhra Pradesh,Kharif,Alluvial,455.2,29.0,53.4,97.8,90.64,2292.1
Maize,Haryana,Zaid,Black,2354.9,23.0,81.9,243.0,58.72,3606.4
Maize,Uttar Pradesh,Zaid,Laterite,1986.0,15.4,64.1,261.9,21.88,2800.8
Sugarcane,Punjab,Zaid,Laterite,1747.5,20.9,67.2,296.9,88.97,3228.1
Sugarcane,Bihar,Rabi,Alluvial,2112.6,22.6,85.4,288.1,99.34,3680.7
Wheat,Karnataka,Rabi,Sandy,1724.5,27.0,82.4,152.3,9.12,3226.7
Maize,Bihar,Kharif,Black,2431.7,19.6,38.6,165.6,86.29,3167.3
Maize,Karnataka,Zaid,Alluvial,1870.7,38.6,76.4,288.5,39.36,3163.7
Cotton,Punjab,Rabi,Sandy,2334.2,34.0,58.3,172.3,52.65,3166.3
Sugarcane,Punjab,Rabi,Black,1437.7,17.3,49.2,124.4,91.52,2381.4
Maize,Punjab,Rabi,Laterite,557.5,32.6,33.3,181.0,97.35,2687.2
Soybean,Haryana,Rabi,Black,1462.0,32.6,61.7,145.2,26.59,3261.7
Wheat,Andhra Pradesh,Rabi,Red,579.1,40.8,53.1,80.9,21.68,1823.1
Soybean,Karnataka,Zaid,Black,1603.5,15.1,46.3,340.5,8.51,2665.0
Soybean,Andhra Pradesh,Zaid,Red,1361.5,21.7,75.2,348.6,56.4,3522.5
Groundnut,Haryana,Zaid,Black,1669.7,40.1,80.0,126.9,1.85,2840.7
Groundnut,Haryana,Zaid,Red,322.1,40.2,45.9,72.7,41.48,1891.3
Wheat,Maharashtra,Kharif,Laterite,728.6,34.5,33.2,308.6,7.8,3063.7
Soybean,Bihar,Zaid,Sandy,1380.9,35.7,85.2,124.0,40.82,2968.5
Maize,Bihar,Rabi,Red,2391.1,17.5,30.6,187.7,4.47,3251.2
Sugarcane,Uttar Pradesh,Zaid,Red,1143.9,28.9,90.9,72.4,83.6,3122.7
Wheat,Madhya Pradesh,Kharif,Laterite,1233.6,21.3,70.8,129.2,21.37,2914.5
Cotton,Haryana,Rabi,Red,1872.3,19.9,50.9,327.5,33.17,3605.6
Soybean,Karnataka,Zaid,Alluvial,1628.3,36.9,46.0,331.5,87.07,3007.8
Wheat,Maharashtra,Zaid,Laterite,957.6,18.6,30.6,122.5,74.75,2043.1
Rice,Maharashtra,Zaid,Alluvial,1203.8,27.7,45.3,167.6,22.29,3067.2
Rice,Madhya Pradesh,Rabi,Laterite,778.9,40.3,39.0,97.0,7.65,1923.1
Groundnut,Andhra Pradesh,Rabi,Red,2425.2,20.0,69.8,76.0,71.71,2942.0
Sugarcane,Madhya Pradesh,Kharif,Alluvial,587.4,41.4,40.8,397.3,39.37,2617.2
Maize,Madhya Pradesh,Rabi,Red,1118.0,41.8,64.4,279.5,76.72,2007.8
Sugarcane,Madhya Pradesh,Rabi,Laterite,356.8,30.0,68.4,239.7,44.81,2820.2
Sugarcane,Bihar,Zaid,Red,787.9,19.6,49.4,317.9,34.93,2807.8
Sugarcane,Haryana,Rabi,Alluvial,2017.0,23.5,32.3,344.0,45.39,3336.8
Sugarcane,Uttar Pradesh,Zaid,Alluvial,742.6,26.5,32.4,332.4,74.98,3512.3
Cotton,Haryana,Zaid,Red,476.1,23.4,31.7,55.8,90.27,2045.2
Cotton,Andhra Pradesh,Rabi,Black,1343.8,22.6,78.0,115.4,5.45,2795.4
Groundnut,Punjab,Kharif,Laterite,321.9,41.3,50.7,279.2,52.65,2282.6
Wheat,Madhya Pradesh,Kharif,Laterite,486.5,19.1,81.8,181.5,3.77,2630.4
Rice,Haryana,Rabi,Red,2076.8,34.8,58.1,393.9,47.11,3536.7
Sugarcane,Andhra Pradesh,Kharif,Black,1997.2,15.0,59.4,282.9,88.59,2977.4
Groundnut,Punjab,Zaid,Alluvial,2313.3,31.1,63.3,384.8,36.48,4087.3
Wheat,Punjab,Zaid,Sandy,2179.9,39.7,76.3,120.5,93.28,3180.9
Rice,Madhya Pradesh,Rabi,Sandy,1803.0,22.8,47.8,352.4,63.25,3689.7
Soybean,Uttar Pradesh,Kharif,Red,415.1,20.0,37.9,162.5,93.45,2338.4
Maize,Karnataka,Kharif,Black,2022.3,32.6,66.1,396.3,75.84,3721.3
Cotton,Bihar,Zaid,Black,2160.1,34.2,51.3,105.2,10.79,2937.2
Soybean,Haryana,Rabi,Laterite,2058.0,33.6,58.8,230.7,23.5,3255.6
Rice,Punjab,Kharif,Alluvial,1418.7,23.6,72.1,327.5,39.72,3780.7
Soybean,Haryana,Rabi,Black,812.4,21.8,62.1,201.4,17.43,2826.9
Maize,Karnataka,Kharif,Sandy,2159.7,40.8,70.3,213.8,49.74,2902.0
Groundnut,Bihar,Zaid,Alluvial,1899.8,39.9,65.4,395.2,47.4,3535.4
Rice,Karnataka,Zaid,Alluvial,2457.7,27.3,78.1,198.9,95.65,3240.7
Soybean,Bihar,Rabi,Red,642.5,37.8,75.9,261.4,43.66,2909.2
Cotton,Maharashtra,Zaid,Black,796.5,27.2,64.7,69.1,78.67,2693.5
Cotton,Bihar,Kharif,Red,766.0,26.5,74.1,344.8,94.22,3465.8
Wheat,Madhya Pradesh,Zaid,Black,2043.6,19.2,86.8,276.9,87.76,3219.9
Soybean,Uttar Pradesh,Rabi,Laterite,711.2,26.5,58.1,191.4,21.26,2775.2
Sugarcane,Karnataka,Rabi,Red,446.7,29.5,56.8,55.7,49.85,2574.7
Soybean,Punjab,Rabi,Red,2496.8,15.6,79.7,257.1,35.1,3589.5
Groundnut,Madhya Pradesh,Kharif,Sandy,354.6,27.0,67.9,54.4,40.29,2677.1
Rice,Maharashtra,Kharif,Red,2137.5,36.1,34.6,50.4,36.4,3010.2
Rice,Uttar Pradesh,Kharif,Black,1103.8,33.4,88.0,265.6,82.72,3187.5
Groundnut,Haryana,Kharif,Sandy,2151.6,32.1,32.0,116.2,45.49,3040.9
Soybean,Madhya Pradesh,Kharif,Red,1520.2,39.6,78.6,117.2,52.61,2312.8
Groundnut,Karnataka,Zaid,Red,2283.6,15.5,79.3,278.6,98.25,2967.5
Maize,Andhra Pradesh,Kharif,Laterite,2337.6,30.0,92.0,68.8,6.47,2951.5
Groundnut,Andhra Pradesh,Kharif,Red,320.0,36.3,33.5,159.7,49.05,2141.8
Cotton,Punjab,Zaid,Alluvial,465.9,29.6,68.8,102.3,77.52,2523.4
Groundnut,Bihar,Kharif,Sandy,850.8,23.7,57.8,253.1,15.54,3020.8
Rice,Punjab,Rabi,Alluvial,1772.5,18.7,51.5,281.6,61.35,3159.4
Cotton,Andhra Pradesh,Kharif,Sandy,2254.2,39.0,35.9,302.4,24.33,3236.7
Rice,Haryana,Kharif,Laterite,1311.9,27.7,66.6,139.3,86.81,3069.4
Wheat,Maharashtra,Rabi,Red,1635.3,38.7,61.1,81.2,33.05,2350.9
Sugarcane,Maharashtra,Rabi,Red,714.7,30.8,36.8,77.5,33.24,2157.7
Rice,Karnataka,Rabi,Red,2070.9,33.2,69.8,199.2,60.02,3285.3
Cotton,Maharashtra,Rabi,Sandy,2428.1,36.7,78.0,381.0,18.76,3583.5
Wheat,Karnataka,Kharif,Red,890.9,32.8,79.9,126.2,28.85,2889.6
Rice,Madhya Pradesh,Rabi,Alluvial,1388.6,25.7,88.8,139.9,41.95,3328.1
Maize,Karnataka,Rabi,Red,489.5,28.9,56.6,85.3,35.69,2762.9
Groundnut,Madhya Pradesh,Zaid,Laterite,1530.1,36.7,91.9,261.9,52.73,3317.2
Sugarcane,Karnataka,Rabi,Alluvial,1406.1,25.1,86.3,288.0,60.16,3472.0
Rice,Andhra Pradesh,Rabi,Red,617.8,25.5,49.3,275.0,56.88,2946.3
Wheat,Andhra Pradesh,Zaid,Red,1272.5,17.6,40.4,351.4,65.59,2816.6
Maize,Bihar,Zaid,Black,1035.0,39.7,58.3,220.2,31.12,2154.3
Soybean,Madhya Pradesh,Kharif,Sandy,1448.0,17.5,56.1,97.1,13.08,2632.9
Wheat,Uttar Pradesh,Zaid,Alluvial,1588.4,32.5,67.4,151.3,76.2,3079.6
Groundnut,Madhya Pradesh,Kharif,Black,318.7,26.2,67.9,281.9,85.15,2769.6
Wheat,Karnataka,Zaid,Laterite,1974.2,26.0,78.7,264.6,26.07,3501.1
Maize,Karnataka,Zaid,Sandy,1868.6,33.3,63.1,235.9,41.01,3210.1
Wheat,Uttar Pradesh,Kharif,Alluvial,1105.8,16.8,36.8,289.0,50.11,2658.1
Maize,Punjab,Zaid,Red,416.5,31.0,85.8,273.1,53.57,3274.3
Rice,Karnataka,Kharif,Alluvial,1960.9,35.8,50.1,358.5,66.12,3453.6
Maize,Bihar,Zaid,Red,2401.4,37.4,93.1,255.1,4.64,2989.0
Maize,Maharashtra,Rabi,Sandy,828.3,19.6,37.7,322.5,72.29,2860.3
Sugarcane,Maharashtra,Zaid,Red,1011.8,39.2,92.3,137.0,6.67,2362.3
Maize,Haryana,Kharif,Laterite,704.4,32.7,35.9,287.4,47.09,2951.7
Maize,Haryana,Zaid,Red,1569.3,38.8,45.0,365.8,82.85,2967.4
Soybean,Maharashtra,Kharif,Laterite,640.7,28.1,33.0,185.0,45.4,2861.3
Rice,Maharashtra,Kharif,Sandy,1083.6,29.6,75.8,322.7,15.33,3467.5
Groundnut,Andhra Pradesh,Rabi,Sandy,1833.4,39.8,85.3,303.7,98.51,3045.5
Sugarcane,Bihar,Rabi,Alluvial,1532.3,39.3,58.2,70.8,88.98,2409.0
Soybean,Uttar Pradesh,Kharif,Laterite,1150.2,27.1,90.4,253.5,77.25,3275.0
Cotton,Haryana,Zaid,Laterite,1224.5,22.4,68.4,95.6,41.45,2680.2
